GeneID	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	C13	C14	C15	C16	C17	C18	R01	R02	R03	R04	R05	R06	R07	R08	R09	R10	R11	R12	R13	R14	R15	R16	R17	R18
JR_108986747	60	79	66	36	33	28	66	76	62	60	36	50	28	24	70	59	60	64	35	51	50	46	41	89	58	69	90	53	44	41	55	50	42	68	56	94
JR_108987632	60	70	61	70	63	48	55	68	64	44	60	60	60	29	38	53	58	54	53	53	80	52	65	60	85	81	72	71	43	100	63	69	38	67	54	97
JR_108988104	60	42	36	50	28	43	42	47	61	51	30	51	43	37	42	61	41	33	32	42	33	42	48	59	42	62	75	61	42	41	28	40	26	34	39	50
JR_108988362	60	48	42	32	33	24	39	68	33	38	18	50	24	15	38	36	26	27	23	18	36	21	23	37	22	24	38	26	20	26	20	24	15	22	29	34
JR_108989029	60	50	74	84	65	67	89	103	92	80	69	100	57	33	61	75	55	67	51	42	48	39	41	69	73	54	77	52	80	87	38	77	37	53	74	75
JR_108989286	60	44	80	36	35	40	38	100	42	49	29	47	22	18	44	24	26	38	7	5	18	13	16	29	25	14	40	8	23	23	21	18	10	13	7	25
JR_108989953	60	83	162	23	33	44	16	3	27	14	7	6	75	29	119	31	36	48	22	8	22	5	28	52	21	25	53	24	44	16	21	30	14	29	30	34
JR_108990025	60	55	36	82	63	55	67	118	81	63	55	49	10	10	29	44	43	31	21	26	37	25	46	39	42	51	31	27	40	46	33	47	24	36	33	37
JR_108990165	60	62	43	45	32	25	44	39	39	36	37	55	7	4	21	24	19	37	22	28	45	30	62	72	28	47	58	59	33	42	29	58	35	35	37	48
JR_108990725	60	28	52	28	28	25	25	53	25	29	22	22	31	19	37	21	25	34	38	37	46	31	29	44	38	42	56	40	32	30	34	41	15	47	45	64
JR_108990826	60	40	39	23	27	32	39	47	38	26	20	28	18	14	35	19	23	24	27	19	36	19	31	32	37	30	49	21	41	26	38	19	12	25	18	33
JR_108991212	60	40	70	50	41	29	58	92	50	72	31	61	34	21	52	45	36	33	32	37	43	26	32	41	35	44	65	33	37	87	42	31	32	45	40	47
JR_108992202	60	53	43	64	43	32	57	72	55	51	32	61	40	17	63	52	54	45	38	47	50	44	38	94	69	53	50	39	37	56	49	49	29	55	48	59
JR_108992448	60	64	60	49	39	31	38	38	48	34	24	56	18	9	38	12	32	25	41	43	61	42	54	61	65	68	46	68	60	76	43	81	32	46	49	52
JR_108992603	60	41	40	51	39	26	44	73	45	31	31	47	8	13	27	25	15	11	23	22	24	24	29	26	35	53	43	27	21	39	26	36	26	40	22	38
JR_108992927	60	43	53	39	16	23	138	182	120	134	74	137	1521	897	700	763	591	595	16	17	21	11	37	25	59	32	276	18	19	17	11	26	11	24	71	23
JR_108993344	60	48	60	55	35	32	49	57	42	37	42	34	34	25	40	39	15	60	19	39	29	30	26	54	26	41	44	43	36	37	24	29	28	51	45	41
JR_108993940	60	29	17	64	44	47	43	64	41	39	26	48	9	5	16	31	29	27	53	54	67	59	73	84	59	79	59	67	67	83	65	93	30	56	58	89
JR_108994096	60	11	19	41	23	20	4	16	11	21	36	5	1	0	2	8	8	4	44	35	13	39	50	25	24	28	15	37	25	33	37	56	12	24	52	53
JR_108995065	60	43	34	46	27	55	33	51	39	28	26	39	7	12	19	19	27	28	53	52	46	59	70	64	49	68	50	82	47	48	44	66	38	68	56	62
JR_108995198	60	32	35	48	36	41	24	52	13	28	43	34	23	14	28	32	34	36	21	22	30	17	27	38	19	26	47	32	14	16	31	33	19	27	45	38
JR_108995346	60	62	77	45	38	41	76	161	86	97	42	90	2	10	30	18	27	29	29	34	51	35	32	52	46	42	46	34	56	72	22	38	19	31	27	42
JR_108995455	60	43	45	50	29	27	58	82	53	47	45	41	44	27	74	34	71	36	32	21	37	52	38	39	33	30	55	32	38	36	23	44	20	46	32	41
JR_108995716	60	49	50	58	44	43	64	109	57	52	50	44	39	24	84	37	40	42	32	27	45	37	31	58	61	39	65	42	36	69	43	44	26	61	26	47
JR_108996034	60	56	44	62	38	47	84	106	61	65	24	67	18	31	66	36	48	51	20	29	45	31	28	69	39	39	54	41	31	72	25	59	20	35	37	64
JR_108996302	60	55	89	63	58	55	73	69	87	51	54	86	24	22	51	29	34	43	42	49	73	50	71	88	51	86	115	92	58	69	55	70	43	74	60	48
JR_108996328	60	35	58	64	53	50	72	97	63	46	67	97	18	13	31	29	35	39	30	38	43	36	55	67	78	87	51	66	37	71	36	69	38	74	48	64
JR_108996426	60	35	23	30	25	25	40	70	37	31	28	50	9	3	6	23	5	15	31	35	32	38	32	53	36	44	31	37	43	45	26	40	29	30	41	56
JR_108996545	60	80	101	88	54	53	94	116	94	104	56	106	84	79	142	106	87	130	14	15	34	23	17	21	29	12	49	20	28	32	19	22	15	32	15	31
JR_108997415	60	54	51	50	22	30	29	56	36	22	38	26	21	17	25	30	30	38	34	33	29	41	18	40	42	65	67	53	39	48	40	41	28	39	30	56
JR_108998009	60	95	139	41	45	24	52	94	71	47	33	75	86	75	144	119	109	124	29	52	71	37	58	98	59	84	183	73	63	51	38	71	48	61	81	56
JR_108998021	60	51	35	36	48	26	37	75	40	44	17	41	27	10	43	31	27	43	36	30	27	23	23	30	29	36	39	18	19	30	26	42	19	43	31	36
JR_108998692	60	41	58	44	37	26	46	83	49	39	42	35	13	14	20	43	43	21	32	32	25	23	40	50	35	59	43	35	44	50	30	62	18	53	43	49
JR_108999277	60	63	55	72	61	42	77	105	72	84	58	86	25	28	68	57	43	52	27	36	36	34	47	47	78	54	63	37	48	56	50	70	22	34	37	53
JR_109000718	60	46	56	48	35	16	42	57	46	31	34	41	20	23	49	32	28	35	40	38	54	37	49	60	34	36	59	49	55	40	41	51	36	60	37	50
JR_109000740	60	34	31	31	37	35	33	62	38	44	24	44	15	20	39	36	31	20	16	24	23	7	18	33	20	19	35	13	19	26	15	29	18	27	23	30
JR_109001202	60	47	54	69	39	48	43	60	35	33	43	26	145	91	101	197	145	98	28	28	25	19	57	42	76	17	48	15	23	23	22	25	23	23	43	45
JR_109001267	60	41	69	46	35	23	42	69	52	42	46	46	45	36	106	50	61	53	34	32	38	26	33	62	34	66	74	63	32	31	46	54	26	47	39	62
JR_109002130	60	35	61	45	73	83	130	147	114	129	78	111	132	93	147	177	122	111	21	10	15	8	10	17	48	19	55	25	27	38	14	23	17	30	6	3
JR_109002405	60	37	36	31	27	31	45	53	43	35	22	41	8	8	18	17	21	36	26	28	36	29	33	57	46	29	38	28	35	53	39	41	20	28	17	35
JR_109002708	60	35	23	18	22	26	9	31	5	7	15	26	8	7	20	16	10	10	12	12	24	15	6	13	7	15	15	13	11	16	7	13	6	8	6	16
JR_109003094	60	51	42	26	27	25	36	32	48	23	19	23	18	16	24	33	29	28	34	21	49	37	28	62	27	43	52	37	24	32	21	28	23	37	46	57
JR_109003911	60	51	68	10	39	32	25	31	41	22	23	20	4	6	15	19	19	20	29	35	41	32	45	55	21	36	42	17	24	52	42	26	24	40	79	118
JR_109004032	60	56	59	49	18	29	56	72	62	33	26	29	22	23	49	36	31	44	27	36	32	25	25	42	37	39	56	53	29	22	36	47	28	50	28	28
JR_109004546	60	54	85	40	64	26	83	148	103	85	44	67	3	5	14	8	16	28	5	5	21	5	7	22	19	24	13	24	18	19	5	13	4	20	1	8
JR_109005109	60	48	48	54	41	46	37	54	41	35	35	46	10	4	18	26	21	33	29	29	50	42	36	62	49	52	49	51	31	62	46	68	36	55	31	32
JR_109005204	60	47	46	47	32	29	28	79	41	38	33	56	10	11	43	25	25	24	44	43	35	39	20	48	41	62	49	60	47	64	37	81	33	38	24	62
JR_109005230	60	36	42	30	19	42	40	49	41	23	25	48	12	22	37	28	33	32	14	31	27	25	28	53	38	45	38	40	25	44	29	31	13	38	26	33
JR_109005517	60	51	40	48	32	36	57	68	61	45	23	58	4	9	46	37	29	33	15	11	28	22	29	43	17	27	41	29	19	34	17	34	21	41	28	32
JR_109005854	60	39	53	28	23	27	26	59	41	21	31	28	28	28	21	25	31	19	36	41	54	36	36	35	49	40	74	46	37	42	34	36	21	51	52	45
JR_109007223	60	67	53	57	33	33	48	46	45	29	21	31	22	9	47	32	31	41	25	16	55	23	49	69	29	31	45	46	40	37	34	40	23	37	30	48
JR_109007345	60	55	54	53	47	61	49	55	72	57	42	59	36	24	55	46	49	50	21	21	63	45	47	45	41	40	55	40	55	83	33	43	28	41	38	42
JR_109007426	60	35	39	39	24	33	41	37	41	51	43	45	23	21	46	27	37	29	27	18	50	32	21	35	36	25	42	34	27	41	24	26	12	41	25	41
JR_109007642	60	69	22	59	37	56	40	82	61	42	42	67	29	21	24	35	51	43	33	36	38	36	49	47	50	61	68	37	26	43	45	51	36	36	39	45
JR_109007693	60	41	31	32	30	31	37	24	41	54	44	31	6	2	10	22	17	10	31	35	45	44	51	57	36	33	43	62	30	49	63	53	34	66	81	90
JR_109007769	60	34	42	35	29	29	22	35	26	15	38	13	1	11	14	23	14	14	54	62	86	54	39	57	38	47	35	25	40	45	43	74	28	59	26	29
JR_109007912	60	29	47	56	37	36	44	85	66	68	49	74	22	15	49	34	28	28	51	44	48	44	49	64	63	68	80	48	39	78	52	84	37	66	52	65
JR_109009180	60	41	57	56	42	56	51	84	56	66	42	43	22	25	56	46	39	39	35	43	47	55	49	87	58	47	80	60	33	55	46	66	33	55	54	91
JR_109009512	60	34	55	43	34	28	47	67	55	38	47	46	20	18	53	35	18	30	47	53	49	42	45	63	69	65	69	50	64	65	59	66	40	44	56	55
JR_109009988	60	41	48	53	44	28	33	43	42	39	27	42	8	6	22	22	28	28	17	30	26	12	9	13	15	16	9	15	16	20	16	32	3	17	25	30
JR_109010295	60	56	60	67	58	53	35	47	54	47	46	36	15	17	30	17	24	29	28	47	39	55	58	79	29	33	44	59	31	46	25	59	38	58	45	59
JR_109012440	60	64	59	69	43	59	69	82	70	49	40	35	76	68	107	109	60	56	35	47	49	32	51	77	63	70	106	50	56	56	44	76	27	67	41	56
JR_109012481	60	57	65	46	57	43	58	117	45	69	41	76	50	15	61	57	38	68	26	43	41	36	30	49	38	50	55	45	30	70	34	56	22	40	44	72
JR_109012610	60	41	44	60	41	47	50	54	37	36	34	39	27	21	40	30	34	31	20	22	19	26	28	45	23	23	52	38	31	25	31	45	16	31	27	35
JR_109012625	60	49	55	46	32	41	57	85	44	44	27	56	30	33	75	29	39	38	20	28	42	16	24	50	22	46	67	27	35	48	40	46	34	46	36	40
JR_109012854	60	47	59	30	33	15	35	43	28	13	17	23	26	18	57	44	33	38	39	28	66	27	36	55	25	59	78	47	42	47	40	51	42	52	45	75
JR_109012873	60	58	58	37	33	31	60	98	58	41	41	50	19	18	59	27	48	55	37	41	42	16	34	58	55	40	41	37	28	54	38	54	23	37	40	49
JR_109013052	60	41	84	51	40	34	103	145	59	99	41	72	40	34	102	43	50	72	13	20	30	30	13	36	32	35	49	13	25	44	21	33	13	43	16	20
JR_109013388	60	44	55	30	22	34	43	43	46	36	20	27	24	25	50	48	25	49	29	28	51	25	38	46	33	30	55	19	41	44	34	34	19	31	34	49
JR_109013416	60	64	81	65	51	52	86	93	84	65	43	85	61	36	70	49	70	59	41	63	53	60	70	85	66	64	79	68	59	76	34	65	28	60	60	61
JR_109013517	60	16	16	56	22	36	31	48	18	31	45	46	14	12	19	44	34	25	53	57	46	77	69	80	77	73	77	90	66	81	49	89	34	84	77	76
JR_109013656	60	20	16	38	23	32	57	117	44	55	42	51	54	48	40	78	67	50	17	26	17	27	35	18	39	14	37	21	19	36	19	42	11	20	11	23
JR_109013970	60	40	44	64	42	58	45	58	64	53	34	54	6	10	32	14	26	33	15	27	28	22	32	26	14	22	24	15	17	28	20	18	12	22	19	35
JR_109013984	60	46	38	66	50	44	47	91	57	37	31	37	27	12	28	41	30	39	52	55	58	47	56	75	68	91	58	71	31	61	45	83	38	82	76	91
JR_109015039	60	52	39	89	50	61	67	79	47	51	52	58	22	16	16	39	47	35	74	99	93	103	133	198	130	134	70	87	64	182	90	132	48	99	92	156
JR_109016106	60	46	39	22	33	39	48	42	40	29	28	34	2	1	15	27	8	7	35	44	43	42	34	24	14	28	11	25	23	26	38	34	22	46	32	33
JR_109016409	60	45	63	47	36	43	37	55	55	32	31	38	30	18	53	42	55	48	22	22	30	28	42	48	37	41	42	43	29	45	33	46	24	39	65	50
JR_109016875	60	40	50	53	20	36	54	95	60	49	54	65	24	34	38	52	35	45	44	35	39	38	42	56	60	65	59	34	38	66	40	61	31	45	41	40
JR_109017871	60	71	128	76	74	56	182	203	170	210	78	154	14	24	100	24	55	200	6	7	4	2	3	8	5	5	11	5	3	9	3	3	5	6	1	1
JR_109019245	60	31	57	107	51	55	139	179	90	269	97	100	38	75	82	205	104	370	40	47	37	46	51	77	92	65	59	71	48	71	50	60	36	63	59	47
JR_109019548	60	36	35	41	39	28	46	94	28	48	31	45	27	29	67	35	56	30	21	34	29	24	20	48	34	33	46	52	34	37	26	36	21	21	47	40
JR_109020257	60	36	34	48	30	18	41	71	33	52	32	48	44	27	44	45	46	45	32	32	22	29	34	35	39	32	51	26	17	44	40	41	31	37	28	34
JR_109021180	60	36	70	44	42	37	46	62	44	46	33	34	35	27	81	42	46	58	43	37	42	41	32	57	37	40	72	50	37	33	31	52	28	47	44	47
JR_118344287	60	55	69	41	23	20	49	101	72	39	16	40	64	50	27	82	52	50	25	23	23	17	24	27	51	49	68	44	18	30	23	41	19	22	30	26
JR_108979524	59	122	120	137	127	111	134	106	160	180	126	155	93	67	130	136	133	99	93	99	110	95	91	128	89	97	115	86	94	127	103	137	51	94	98	85
JR_108980434	59	70	79	36	36	32	48	62	48	40	27	49	42	33	69	23	38	59	31	26	35	26	51	48	33	46	58	40	24	31	32	37	24	57	36	48
JR_108980846	59	62	43	59	55	46	44	89	59	50	32	52	30	21	55	43	43	50	16	26	21	38	22	57	39	44	35	28	30	44	27	14	21	24	31	31
JR_108981895	59	52	58	51	52	40	60	81	41	68	25	53	17	11	36	48	33	45	25	23	26	27	32	42	29	29	33	15	24	48	23	32	11	24	40	35
JR_108982315	59	58	71	44	52	53	81	119	69	60	37	61	29	18	68	61	45	57	36	39	36	46	52	86	70	44	58	41	33	58	40	52	28	49	56	59
JR_108983271	59	65	67	89	47	61	66	64	63	86	64	71	42	19	51	46	51	55	52	43	50	39	51	56	38	66	80	64	47	63	49	67	41	78	65	80
JR_108983727	59	44	32	33	30	29	25	38	45	26	13	29	2	1	5	28	10	18	32	22	44	25	58	64	30	53	39	26	46	66	61	25	42	39	57	98
JR_108983860	59	82	68	113	57	51	62	68	74	36	61	52	19	6	46	27	50	29	29	35	20	30	13	16	73	48	28	35	23	16	32	64	28	28	26	25
JR_108984530	59	45	76	58	56	57	67	65	68	70	54	60	14	14	70	41	36	41	29	23	45	28	35	39	34	23	53	25	18	37	21	13	11	47	40	68
JR_108985299	59	70	59	63	46	58	66	75	91	53	42	56	18	21	37	30	35	50	60	63	74	65	62	92	62	93	102	71	60	80	61	72	37	65	78	66
JR_108985979	59	28	27	40	15	33	38	56	31	20	30	38	6	9	14	27	24	22	29	19	18	18	17	30	30	26	24	25	20	19	23	32	14	30	16	14
JR_108986446	59	61	75	52	40	37	71	79	71	61	22	69	25	37	58	32	29	64	26	35	43	34	27	56	52	52	77	50	50	60	46	76	34	59	50	39
JR_108986460	59	41	47	51	45	46	45	66	57	56	35	62	7	10	33	39	29	28	29	48	39	37	54	54	45	34	55	31	39	44	34	42	26	44	56	79
JR_108986784	59	40	31	47	24	32	25	74	52	32	26	52	12	20	29	43	35	38	22	39	26	36	53	56	43	46	47	39	34	42	45	74	28	56	34	42
JR_108986944	59	31	21	49	31	37	32	36	29	33	28	29	9	11	16	30	26	15	23	47	41	42	55	54	33	54	51	56	43	50	33	66	21	48	48	72
JR_108988054	59	53	35	18	32	15	39	62	43	24	25	57	1	1	20	17	11	42	17	22	45	24	30	56	29	25	59	22	27	45	32	25	20	28	62	64
JR_108988055	59	66	61	47	26	48	40	49	34	24	19	30	12	21	41	29	25	29	32	27	42	29	44	69	24	40	65	44	28	33	35	40	32	35	32	49
JR_108988198	59	75	57	59	58	60	57	76	59	61	58	72	40	18	62	48	53	53	26	39	28	32	43	42	39	42	49	30	44	48	18	43	28	37	46	44
JR_108988215	59	30	30	23	23	33	36	49	40	28	19	27	17	24	35	16	29	23	18	14	22	18	28	37	29	36	34	27	25	26	18	27	7	25	25	31
JR_108988322	59	39	38	40	24	31	28	34	40	31	10	26	6	12	12	40	27	25	32	20	52	23	50	43	24	33	52	34	32	40	48	53	22	39	33	60
JR_108988335	59	70	78	57	68	46	75	82	64	110	90	93	170	91	145	228	124	124	37	36	55	32	34	50	64	42	86	30	41	53	29	55	28	65	27	32
JR_108988648	59	32	49	45	31	34	54	86	45	64	43	63	26	8	58	28	41	37	38	37	41	41	29	39	53	47	46	36	43	40	24	51	25	48	40	48
JR_108988764	59	42	59	29	33	37	51	79	66	53	30	57	0	3	13	20	5	44	13	20	37	12	23	35	24	31	22	23	14	39	33	20	9	25	13	27
JR_108989549	59	74	67	70	60	59	77	72	86	87	63	95	50	18	76	72	69	84	24	44	36	32	40	39	47	40	50	35	43	61	34	40	22	38	34	42
JR_108989850	59	54	52	47	38	32	47	98	41	49	22	66	8	8	24	19	28	32	14	24	36	18	30	52	33	27	32	23	23	34	34	35	23	28	29	43
JR_108991368	59	54	56	70	31	33	50	83	53	44	46	51	48	32	47	66	45	73	19	34	37	21	33	43	41	39	49	36	27	34	39	38	24	43	30	36
JR_108991372	59	46	56	34	35	43	44	67	45	63	49	41	10	20	19	26	27	25	42	56	60	37	74	89	49	58	74	56	56	75	53	48	39	45	50	83
JR_108991480	59	54	65	54	39	26	49	65	79	44	33	87	14	18	74	40	37	50	36	30	41	31	41	56	43	46	54	45	44	52	33	56	33	41	45	75
JR_108991547	59	50	47	45	48	45	57	62	51	68	61	47	14	10	24	38	33	34	27	50	48	29	48	53	34	38	53	23	41	58	33	58	32	46	33	62
JR_108992216	59	53	37	71	25	59	40	64	47	39	38	52	21	8	8	26	33	23	14	40	21	28	41	66	48	42	62	49	36	59	32	62	21	35	35	36
JR_108992837	59	35	41	27	24	24	33	63	47	44	26	36	14	11	18	20	18	33	20	21	22	17	15	44	34	22	44	23	17	36	38	35	18	11	36	36
JR_108992993	59	50	59	73	45	44	65	76	57	79	55	38	22	30	39	42	41	47	26	24	31	41	21	40	26	35	61	38	30	43	24	29	20	46	39	29
JR_108993191	59	41	37	15	28	21	22	20	27	8	7	22	7	7	17	15	5	14	18	27	29	11	23	47	19	24	29	21	14	30	29	21	13	24	39	36
JR_108993434	59	51	55	47	30	50	53	64	56	29	37	42	29	23	47	41	39	41	33	38	55	36	34	44	44	42	68	63	46	48	46	43	41	47	53	63
JR_108994097	59	57	42	54	32	36	61	111	43	60	25	41	47	32	47	61	50	54	32	59	31	34	39	42	61	47	80	58	45	66	39	51	26	50	41	46
JR_108994204	59	69	55	81	45	59	49	43	60	63	47	63	20	17	34	35	38	41	28	23	28	24	35	33	48	42	35	53	26	37	27	52	19	25	52	35
JR_108994353	59	55	43	66	39	24	54	87	53	43	25	37	21	24	30	40	34	31	29	25	31	25	20	23	38	42	53	24	30	44	27	41	21	37	32	27
JR_108994511	59	51	53	36	34	34	46	59	57	37	22	33	23	20	49	41	39	33	60	51	86	37	63	108	57	67	95	77	59	56	47	84	31	70	62	93
JR_108994556	59	39	37	49	42	42	55	91	46	30	29	45	26	15	47	39	30	39	9	15	18	17	22	43	25	36	32	18	18	38	21	31	9	22	12	34
JR_108995382	59	59	66	50	38	30	50	74	46	33	35	34	14	20	52	36	23	36	22	15	29	13	25	41	42	21	47	15	21	29	14	17	10	24	21	31
JR_108995739	59	45	39	63	29	33	60	68	55	57	36	50	21	31	25	43	45	36	35	45	45	43	38	56	67	61	57	45	44	45	43	51	34	45	39	37
JR_108996216	59	31	33	68	51	39	47	57	52	49	44	72	9	10	16	30	36	24	37	44	45	33	50	51	44	56	40	34	52	44	59	50	36	43	50	41
JR_108996384	59	39	59	58	38	46	55	73	49	45	35	38	27	25	42	39	36	47	18	35	28	30	20	46	45	42	46	24	37	34	31	31	27	36	29	28
JR_108996615	59	42	64	74	47	37	76	81	56	88	63	77	77	38	62	115	78	82	48	44	39	49	68	79	69	61	78	46	49	74	79	72	37	49	54	63
JR_108996667	59	58	43	47	50	40	61	105	58	37	30	45	46	29	55	70	53	54	43	55	63	41	52	99	50	76	80	60	45	73	51	76	52	81	91	80
JR_108997112	59	62	47	61	58	36	43	68	54	26	40	61	29	20	25	63	36	38	45	59	46	56	76	59	43	62	51	72	51	58	68	63	29	60	63	48
JR_108997213	59	43	33	8	11	22	24	47	47	17	12	32	1	1	9	9	9	17	31	39	43	26	36	35	39	23	42	19	35	34	79	29	24	34	56	74
JR_108998398	59	40	44	45	15	12	43	55	51	40	24	44	17	9	36	26	21	23	12	12	26	19	21	24	24	16	33	19	31	22	22	21	8	31	8	25
JR_108999167	59	57	61	44	31	32	34	58	51	45	35	40	11	27	50	40	20	48	39	54	87	53	58	84	43	55	88	68	47	59	48	69	40	62	68	51
JR_109000635	59	41	27	22	18	20	26	52	24	17	25	20	30	29	48	30	31	19	21	22	22	25	15	22	14	19	28	18	18	14	25	17	17	16	29	36
JR_109000805	59	89	74	47	44	49	68	86	100	74	63	89	31	32	84	58	49	64	63	66	67	56	81	109	102	112	105	89	67	94	64	88	52	92	89	72
JR_109000910	59	63	74	54	45	51	87	82	82	87	49	86	21	14	74	50	34	59	33	34	39	22	31	41	55	23	45	38	44	41	19	35	19	48	39	43
JR_109001133	59	41	11	17	28	28	5	12	3	10	12	7	2	0	4	24	2	1	27	35	37	31	29	39	23	16	13	12	17	31	66	34	18	28	33	57
JR_109001386	59	46	57	83	76	51	88	77	77	99	81	87	51	43	60	83	73	67	38	66	56	65	59	100	98	62	97	64	56	87	63	87	54	59	64	67
JR_109001705	59	54	35	84	67	56	58	74	76	70	56	82	17	10	64	42	28	52	29	21	30	17	23	33	24	19	35	30	30	41	13	16	14	34	31	31
JR_109002314	59	46	46	36	41	52	40	26	50	29	33	41	4	4	12	25	28	19	29	29	49	31	43	51	55	47	47	31	61	57	39	56	30	56	37	42
JR_109002571	59	20	59	46	66	37	75	81	56	84	54	47	16	27	57	40	35	98	7	16	14	15	17	20	17	29	13	26	11	21	26	18	14	13	20	16
JR_109002916	59	35	37	44	23	27	55	77	52	52	43	79	5	4	8	15	25	20	21	34	44	30	37	42	30	33	20	37	40	43	15	36	22	30	29	47
JR_109003336	59	58	69	37	32	27	54	68	71	38	22	40	26	26	56	16	36	31	22	13	32	18	13	37	29	28	67	24	26	30	28	23	12	21	16	19
JR_109003348	59	32	39	81	35	59	47	56	45	31	42	50	11	6	21	32	27	33	44	78	53	46	70	77	57	55	35	64	32	62	70	86	44	63	64	94
JR_109003535	59	32	32	27	18	37	28	51	39	29	23	35	72	30	24	57	22	60	29	47	54	36	54	76	69	59	66	66	50	65	78	74	48	55	73	67
JR_109003797	59	38	20	54	37	50	16	38	23	32	99	34	2	1	8	18	10	22	35	42	64	42	51	52	44	47	21	36	53	41	36	46	20	37	57	82
JR_109004257	59	49	41	36	26	30	32	64	34	25	24	56	17	29	32	27	14	36	32	19	34	28	34	33	35	25	31	24	17	39	38	27	23	26	32	26
JR_109004336	59	41	50	33	27	33	31	59	21	36	17	23	229	150	136	310	103	186	20	23	10	19	13	24	38	17	59	27	17	24	19	39	21	33	20	13
JR_109004549	59	59	55	49	24	41	53	72	41	42	30	28	31	15	49	70	42	36	41	41	56	48	56	49	54	56	67	54	34	55	42	74	32	54	44	41
JR_109004604	59	48	41	49	29	37	32	72	32	32	26	39	20	12	36	30	30	23	34	53	40	24	49	50	50	53	30	33	40	51	55	51	31	46	53	78
JR_109004672	59	33	22	31	23	36	22	56	20	24	25	26	8	8	14	14	7	16	31	27	20	42	30	21	47	39	21	38	32	24	38	37	24	28	28	37
JR_109005953	59	29	35	56	28	38	47	71	35	45	28	56	36	23	26	59	49	28	25	36	21	26	41	29	58	39	26	45	27	41	16	43	29	39	32	40
JR_109006273	59	30	22	35	18	31	24	47	39	22	20	23	8	9	16	15	12	12	15	20	24	18	18	12	13	15	14	22	18	10	8	23	7	12	9	15
JR_109006573	59	61	67	60	47	32	41	73	56	47	30	32	19	17	28	40	34	24	42	40	52	26	30	64	53	52	57	41	38	64	44	62	25	41	45	53
JR_109007165	59	40	50	42	30	43	23	61	43	34	44	44	105	58	73	55	33	53	28	38	35	30	38	44	30	34	57	29	32	16	26	39	25	37	24	34
JR_109007172	59	42	47	57	35	28	30	47	39	27	35	44	28	17	36	36	26	33	45	52	61	39	63	67	30	55	49	63	40	56	46	64	36	65	54	71
JR_109007713	59	58	73	78	53	53	90	104	65	95	47	85	25	29	76	60	51	65	45	36	41	70	57	66	55	44	77	39	36	69	49	82	35	58	65	83
JR_109008132	59	49	51	41	43	48	55	95	35	38	28	88	4	8	30	27	23	30	15	39	28	24	34	55	32	33	25	36	23	47	36	49	24	30	39	37
JR_109008291	59	65	75	51	24	36	41	91	53	56	41	50	27	26	50	26	41	47	38	36	56	44	54	55	42	65	89	58	39	63	47	56	42	51	48	51
JR_109008623	59	53	66	56	53	37	58	81	57	26	31	44	49	38	64	43	46	75	29	30	62	35	38	64	48	74	73	58	55	37	41	65	40	56	40	42
JR_109008697	59	45	37	65	37	48	24	35	48	31	32	17	8	6	11	27	36	36	43	35	56	51	80	81	40	79	70	66	44	29	33	61	38	63	66	77
JR_109008739	59	48	55	24	40	31	34	81	42	40	32	45	54	31	89	42	37	47	17	21	23	12	16	47	17	29	56	36	21	17	31	28	14	25	23	41
JR_109008905	59	85	82	58	44	63	66	76	54	34	39	66	49	29	53	47	47	71	42	66	61	72	52	91	46	80	80	75	67	41	54	52	65	90	71	57
JR_109009487	59	55	42	102	56	55	81	64	60	59	41	62	7	15	32	33	32	43	14	29	29	26	29	32	44	38	47	36	38	38	44	32	14	37	20	25
JR_109009709	59	41	50	58	41	26	46	70	41	49	52	52	28	16	34	46	34	33	30	33	37	42	44	63	40	48	54	48	31	47	50	45	27	26	39	38
JR_109010232	59	64	51	37	45	33	60	88	63	56	51	42	43	32	84	77	50	57	23	40	40	23	24	44	37	29	62	31	43	47	48	39	32	34	34	37
JR_109011221	59	35	41	43	39	28	35	91	45	42	44	49	45	27	43	47	38	44	44	40	65	51	46	82	51	52	81	43	48	88	57	59	33	46	61	54
JR_109011373	59	31	24	20	19	26	26	65	41	24	28	23	7	2	9	38	17	12	39	56	31	53	82	68	52	35	47	41	51	74	66	41	43	51	43	101
JR_109011512	59	43	62	63	25	38	66	73	76	50	48	53	115	54	77	39	81	84	39	27	41	47	29	41	154	76	113	50	53	99	87	104	36	53	33	27
JR_109012059	59	56	50	84	48	47	55	78	57	61	58	57	41	28	63	75	60	51	40	54	46	42	58	67	61	72	101	63	53	69	61	82	26	59	56	67
JR_109012260	59	41	51	36	42	37	43	56	42	54	26	32	15	7	26	18	35	28	23	38	22	44	41	65	35	37	47	33	37	39	37	46	16	36	34	48
JR_109012385	59	45	44	52	36	51	48	84	57	53	51	74	21	16	35	52	51	43	40	39	38	28	58	63	64	59	58	64	67	66	64	61	34	56	65	63
JR_109012675	59	33	42	44	25	38	47	45	37	41	41	37	19	8	42	24	39	32	13	25	24	21	11	28	26	25	31	22	17	24	28	42	19	24	31	18
JR_109012797	59	37	36	48	39	27	27	53	38	38	33	31	14	9	25	39	21	24	35	40	43	39	38	73	40	47	66	50	51	56	36	52	30	43	46	45
JR_109012803	59	40	25	38	25	43	35	70	31	32	31	31	26	18	20	22	43	12	25	28	22	14	20	20	48	19	30	25	30	51	25	41	18	21	16	25
